stop,wait_time_sec,stop_lat,stop_lon
386,271.8602042365477,41.880313,-87.774043
388,234.6860923010266,41.88000915,-87.7714723
389,168.3650886554475,41.88008776,-87.76992191
390,276.4899327936622,41.88010476,-87.76821491
391,227.32477594082087,41.88014676,-87.76661691
14956,221.25326218868878,41.88014099,-87.76461188
393,218.84318004946647,41.88018349,-87.7632177
394,182.32611897729612,41.88020276,-87.76191891
395,152.53556158793907,41.88019981,-87.75996715
396,195.97721306912354,41.88025187,-87.75778965
397,207.27014399031623,41.88027,-87.75526
17169,217.12882118506786,41.88029685,-87.75221539
17162,230.61766245083194,41.88033514,-87.7491367
14959,233.0952573046688,41.88039237,-87.74496781
402,157.40881633087974,41.880443,-87.742998
403,137.35818352137844,41.880475,-87.740705
17163,231.63189803371262,41.88048501,-87.73768052
15848,236.06614396889756,41.88050398,-87.7352163
406,277.64250623787615,41.88053063,-87.7331241
14500,279.629688136138,41.88056848,-87.7304601
15852,328.7088143972749,41.88059058,-87.72786002
409,211.83945189470646,41.88061422,-87.72582347
18047,237.42682719740407,41.88070328,-87.72286077
17841,254.48445487356253,41.88074353,-87.72045859
412,160.7934177178895,41.8808072,-87.7159745
413,157.31982660014728,41.88081388,-87.71381964
14764,159.85754399578485,41.88084064,-87.71073049
415,0.0,41.880887,-87.708722
416,275.6031523293382,41.880902,-87.706333
417,328.1964197975602,41.880952,-87.703147
15185,213.38590257964535,41.88095403,-87.70088084
16110,243.9381555040258,41.88099888,-87.69856203
420,278.9477876491005,41.88100858,-87.69600765
421,192.4469802386384,41.88103245,-87.694048
16088,180.13301749857163,41.88103301,-87.69229365
423,350.57341409689684,41.88106252,-87.68897646
15364,266.23060617779544,41.88109893,-87.68607651
425,192.28139784774612,41.88112797,-87.68410996
15384,263.15540132750067,41.88117403,-87.68122249
427,268.39168877642834,41.881232,-87.679293
428,224.75150309239763,41.881262,-87.67685
429,244.08347736780343,41.88129674,-87.67424663
430,226.19853870722,41.8813284,-87.67186305
431,285.10294736694016,41.88137,-87.669513
4727,235.11371642478383,41.881385,-87.668503
432,514.2944289925362,41.88139461,-87.66699977
15279,317.3347278715373,41.88143358,-87.66418871
16049,295.07883868796984,41.88146881,-87.66201484
435,693.3052829326854,41.881525,-87.659765
436,347.56268057232325,41.881545,-87.657333
437,536.032763378179,41.881608,-87.654897
14647,562.7593458850941,41.88165169,-87.65191235
439,377.2450090050399,41.88167775,-87.64983775
440,185.28588267424507,41.882,-87.64728
12754,602.0040258221552,41.8830708,-87.64669495
442,312.56342242953207,41.88311,-87.642848
443,227.79269264697473,41.883084,-87.639976
445,266.6006008453851,41.883128,-87.635516
446,266.2075984247804,41.883137,-87.632625
18122,220.54603280604064,41.88314707,-87.63019604
448,237.92320995594173,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,471.8353406610313,41.887978,-87.621979
3954,0.0,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
